1.998120000000000118e+02,2.662895274965742035e-02
2.000840000000000032e+02,6.897863217997880769e-02
2.003549999999999898e+02,1.935862023454624006e-02
2.006260000000000048e+02,4.194247789202558419e-02
2.008979999999999961e+02,4.724428855711317737e-02
2.011690000000000111e+02,4.939876351207271588e-02
2.014399999999999977e+02,1.563938344077189097e-02
2.017119999999999891e+02,5.300980968715334612e-02
2.019830000000000041e+02,3.648595180261984122e-02
2.022539999999999907e+02,4.343662893553117132e-02
2.025260000000000105e+02,4.278296012783264907e-02
2.027969999999999970e+02,4.796364849930059848e-02
2.030680000000000121e+02,2.443233742877760212e-02
2.033400000000000034e+02,6.261162481017611137e-02
2.036109999999999900e+02,2.965761030061664708e-02
2.038830000000000098e+02,4.150730604214687008e-02
2.041539999999999964e+02,4.604472526102867252e-02
2.044250000000000114e+02,5.741213352501065709e-02
2.046970000000000027e+02,3.874020855055530094e-02
2.049679999999999893e+02,7.433299558730688261e-02
2.052400000000000091e+02,2.198872970836404650e-02
2.055109999999999957e+02,4.691647702340152187e-02
2.057829999999999870e+02,1.097065942222607421e-01
2.060540000000000020e+02,4.260923750972538115e-02
2.063259999999999934e+02,4.614067824575809884e-02
2.065970000000000084e+02,4.792044971938599213e-02
2.068689999999999998e+02,5.408606017832612994e-02
2.071399999999999864e+02,4.072803592368439557e-02
2.074120000000000061e+02,4.772801171462537351e-02
2.076829999999999927e+02,4.179576828991483917e-02
2.079550000000000125e+02,3.582137640433881443e-02
2.082259999999999991e+02,5.322896483594709988e-02
2.084979999999999905e+02,3.795600382829020930e-02
2.087690000000000055e+02,3.347338778189408448e-02
2.090409999999999968e+02,4.598077609550197536e-02
2.093129999999999882e+02,3.530191211935582857e-02
2.095840000000000032e+02,3.872295260534620864e-02
2.098559999999999945e+02,4.848853856723971123e-02
2.101270000000000095e+02,4.170158478985522277e-02
2.103990000000000009e+02,2.730408187838099035e-02
2.106709999999999923e+02,5.753125512616964754e-02
2.109420000000000073e+02,3.345010426059378400e-02
2.112139999999999986e+02,4.846876324107586564e-02
2.114859999999999900e+02,3.806521800111416221e-02
2.117570000000000050e+02,5.958265636703668350e-02
2.120289999999999964e+02,2.773624947002828467e-02
2.123009999999999877e+02,6.572072831252644132e-02
2.125720000000000027e+02,2.554160610655091534e-02
2.128439999999999941e+02,3.841316378451327396e-02
2.131160000000000139e+02,2.825535424231878645e-02
2.133870000000000005e+02,3.469568774134206002e-02
2.136589999999999918e+02,1.601501335945803781e-02
2.139310000000000116e+02,6.166920606974142516e-02
2.142030000000000030e+02,3.353457245840184286e-02
2.144739999999999895e+02,3.655800840115331490e-02
2.147460000000000093e+02,3.782639863452333384e-02
2.150180000000000007e+02,4.925991717088826910e-02
2.152899999999999920e+02,2.091390303893907524e-02
2.155620000000000118e+02,6.013890749809128189e-02
2.158329999999999984e+02,3.909658508314017150e-02
2.161049999999999898e+02,3.781475325169682267e-02
2.163770000000000095e+02,4.106042421744916099e-02
2.166490000000000009e+02,5.437655157844195619e-02
2.169209999999999923e+02,3.629807950713847403e-02
2.171930000000000121e+02,6.053415425888537815e-02
2.174639999999999986e+02,4.379017850239601967e-02
2.177359999999999900e+02,4.486589106475600414e-02
2.180080000000000098e+02,6.261693500097277598e-02
2.182800000000000011e+02,9.177721018133522257e-02
2.185519999999999925e+02,1.650226552867903318e-02
2.188240000000000123e+02,2.257489758445918593e-02
2.190960000000000036e+02,2.028033220135610354e-02
2.193679999999999950e+02,4.331937128348437721e-02
2.196399999999999864e+02,5.660728275958168410e-02
2.199110000000000014e+02,4.766375340928753757e-02
2.201829999999999927e+02,3.794935419448988712e-02
2.204550000000000125e+02,4.105855956772667265e-02
2.207270000000000039e+02,4.553990881964022075e-02
2.209989999999999952e+02,2.825663287169795021e-02
2.212709999999999866e+02,6.317152791625488262e-02
2.215430000000000064e+02,3.126633589692408982e-02
2.218149999999999977e+02,4.227961537470868031e-02
2.220869999999999891e+02,4.358921322166187801e-02
2.223590000000000089e+02,6.210542616439871516e-02
2.226310000000000002e+02,2.106052777211037466e-02
2.229029999999999916e+02,5.625005868938245251e-02
2.231750000000000114e+02,2.818934470011084936e-02
2.234470000000000027e+02,4.850207810807397740e-02
2.237189999999999941e+02,3.673141500608519822e-02
2.239919999999999902e+02,6.917161136816306344e-02
2.242640000000000100e+02,3.378131588942886315e-02
2.245360000000000014e+02,6.422641068111198392e-02
2.248079999999999927e+02,3.511751933248572627e-02
2.250800000000000125e+02,3.640236319432249568e-02
2.253520000000000039e+02,3.821978435923078371e-02
2.256239999999999952e+02,4.295200771745593532e-02
2.258959999999999866e+02,1.197965947841191613e-02
2.261680000000000064e+02,5.869623662909529554e-02
2.264410000000000025e+02,3.748871942096677901e-02
2.267129999999999939e+02,2.638462742099109692e-02
2.269850000000000136e+02,4.846696165505542248e-02
2.272570000000000050e+02,3.100779875309314301e-02
2.275289999999999964e+02,3.129614802015919656e-02
2.278009999999999877e+02,6.774849305309393888e-02
2.280740000000000123e+02,4.337102121770789603e-02
2.283460000000000036e+02,2.921997108067427018e-02
2.286179999999999950e+02,5.794227301609807673e-02
2.288899999999999864e+02,4.023434642885653778e-02
2.291620000000000061e+02,3.853457662867233735e-02
2.294350000000000023e+02,5.622214716580781202e-02
2.297069999999999936e+02,3.032689126153314749e-02
2.299790000000000134e+02,2.930216125560184195e-02
2.302510000000000048e+02,6.729177608471238747e-02
2.305240000000000009e+02,3.672360196281516248e-02
2.307959999999999923e+02,9.066788335244431452e-02
2.310680000000000121e+02,4.314059619448343957e-02
2.313410000000000082e+02,3.649249856178213292e-02
2.316129999999999995e+02,1.471195322131387331e-02
2.318849999999999909e+02,6.517879975798163139e-02
2.321579999999999870e+02,4.836304902942017980e-02
2.324300000000000068e+02,3.705485189446296179e-02
2.327019999999999982e+02,5.276591708586411689e-02
2.329749999999999943e+02,3.347957668029988287e-02
2.332470000000000141e+02,2.069839012866209541e-02
2.335190000000000055e+02,6.287995893037186257e-02
2.337920000000000016e+02,3.178465358113511524e-02
2.340639999999999930e+02,2.948570981361164564e-02
2.343369999999999891e+02,4.512863292382193053e-02
2.346090000000000089e+02,5.791903413584349042e-02
2.348810000000000002e+02,2.950401621298803442e-02
2.351539999999999964e+02,5.637122958032512315e-03
2.354259999999999877e+02,3.597265604158503965e-02
2.356990000000000123e+02,1.038226917827887036e-01
2.359710000000000036e+02,5.472108733503026901e-02
2.362439999999999998e+02,2.877767488433209328e-02
2.365159999999999911e+02,1.218030818782942816e-02
2.367889999999999873e+02,5.854043915581322310e-02
2.370610000000000070e+02,3.292641523042521418e-02
2.373340000000000032e+02,2.887092210845460319e-02
2.376059999999999945e+02,2.055556956655645029e-02
2.378789999999999907e+02,4.150094542790946223e-02
2.381510000000000105e+02,3.418448187460406545e-02
2.384240000000000066e+02,6.432819873367112695e-02
2.386959999999999980e+02,3.780287959575047430e-02
2.389689999999999941e+02,4.631639820098476523e-02
2.392410000000000139e+02,4.652366671386896219e-02
2.395140000000000100e+02,4.263816428459445834e-02
2.397860000000000014e+02,2.590994041642164653e-02
2.400589999999999975e+02,5.933380079184764205e-02
2.403309999999999889e+02,4.016688611979322976e-02
2.406040000000000134e+02,4.270765563889272060e-02
2.408770000000000095e+02,4.913377095248552123e-02
2.411490000000000009e+02,3.472438441755398841e-02
2.414219999999999970e+02,4.565981612481596896e-02
2.416949999999999932e+02,5.280577515078429401e-02
2.419670000000000130e+02,3.713729525924880370e-02
2.422400000000000091e+02,4.117180794247849579e-02
2.425130000000000052e+02,6.956964496044820701e-02
2.427849999999999966e+02,4.947820759458890216e-02
2.430579999999999927e+02,4.864165926974730464e-02
